Archivo: ../pos/10000_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../neg/10031_2.txt, Es: Negativo, Negative: 15, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 7, Suma: -9
Archivo: ../neg/10032_4.txt, Es: Negativo, Negative: 14, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 5, Suma: -14
Archivo: ../neg/10033_1.txt, Es: Negativo, Negative: 10, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../neg/10034_1.txt, Es: Negativo, Negative: 0, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/10035_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../neg/10036_1.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10037_1.txt, Es: Negativo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -1
Archivo: ../neg/10038_3.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -3
Archivo: ../neg/10039_1.txt, Es: Negativo, Negative: 10, Positive: 5, Very negative: 2, Very positive: 0, Neutral: 7, Suma: -9
Archivo: ../neg/1003_3.txt, Es: Negativo, Negative: 7, Positive: 4, Very negative: 2, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../neg/10040_2.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10041_1.txt, Es: Negativo, Negative: 12, Positive: 3, Very negative: 8, Very positive: 0, Neutral: 0, Suma: -25
Archivo: ../neg/10042_1.txt, Es: Negativo, Negative: 7, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -4
Archivo: ../neg/10043_1.txt, Es: Negativo, Negative: 15, Positive: 6, Very negative: 1, Very positive: 0, Neutral: 18, Suma: -11
Archivo: ../neg/10044_1.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../neg/10045_1.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../neg/10046_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../neg/10047_1.txt, Es: Negativo, Negative: 9, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -7
Archivo: ../neg/10048_4.txt, Es: Negativo, Negative: 9, Positive: 2, Very negative: 4, Very positive: 0, Neutral: 2, Suma: -15
Archivo: ../neg/10049_1.txt, Es: Negativo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -1
Archivo: ../neg/1004_4.txt, Es: Negativo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/10050_2.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 1, Very positive: 1, Neutral: 0, Suma: -7
Archivo: ../neg/10051_4.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10052_4.txt, Es: Negativo, Negative: 5, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/10053_4.txt, Es: Negativo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../neg/10054_1.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../neg/10055_3.txt, Es: Negativo, Negative: 6, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/10056_2.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -3
Archivo: ../neg/10057_1.txt, Es: Negativo, Negative: 36, Positive: 11, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -25
Archivo: ../neg/10058_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -3
Archivo: ../neg/10059_4.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -4
Archivo: ../neg/1005_3.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../neg/10060_1.txt, Es: Negativo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 0
Archivo: ../neg/10061_4.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../neg/10062_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 8, Suma: -8
Archivo: ../neg/10063_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10064_3.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10065_2.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10066_4.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10067_3.txt, Es: Negativo, Negative: 39, Positive: 10, Very negative: 1, Very positive: 4, Neutral: 21, Suma: -23
Archivo: ../neg/10068_4.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/10069_1.txt, Es: Negativo, Negative: 14, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -11
Archivo: ../neg/1006_1.txt, Es: Negativo, Negative: 13, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../neg/10070_3.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/10071_1.txt, Es: Negativo, Negative: 7, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -4
Archivo: ../neg/10072_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 1, Very positive: 1, Neutral: 5, Suma: -6
Archivo: ../neg/10073_4.txt, Es: Negativo, Negative: 11, Positive: 2, Very negative: 4, Very positive: 0, Neutral: 2, Suma: -17
Archivo: ../neg/10074_2.txt, Es: Negativo, Negative: 0, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../neg/10075_2.txt, Es: Negativo, Negative: 9, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/10076_4.txt, Es: Negativo, Negative: 9, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10077_2.txt, Es: Negativo, Negative: 13, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -13
Archivo: ../neg/10078_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/10079_1.txt, Es: Negativo, Negative: 14, Positive: 2, Very negative: 4, Very positive: 0, Neutral: 3, Suma: -20
Archivo: ../neg/1007_1.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -10
Archivo: ../neg/10080_2.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/10081_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10082_4.txt, Es: Negativo, Negative: 10, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -8
Archivo: ../neg/10083_1.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -7
Archivo: ../neg/10084_4.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -4
Archivo: ../neg/10085_3.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10086_2.txt, Es: Negativo, Negative: 1, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10087_4.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10088_1.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -9
Archivo: ../neg/10089_1.txt, Es: Negativo, Negative: 24, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -20
Archivo: ../neg/1008_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10090_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 10, Suma: -6
Archivo: ../neg/10091_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10092_1.txt, Es: Negativo, Negative: 12, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -12
Archivo: ../neg/10093_1.txt, Es: Negativo, Negative: 12, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 7, Suma: -11
Archivo: ../neg/10094_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10095_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10096_1.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/10097_1.txt, Es: Negativo, Negative: 11, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -11
Archivo: ../neg/10098_1.txt, Es: Negativo, Negative: 10, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10099_1.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/1009_4.txt, Es: Negativo, Negative: 18, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -14
Archivo: ../neg/100_3.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10100_1.txt, Es: Negativo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 0
Archivo: ../neg/10101_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -10
Archivo: ../neg/10102_1.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 4, Very positive: 0, Neutral: 3, Suma: -14
Archivo: ../neg/10103_1.txt, Es: Negativo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -6
Archivo: ../neg/10104_1.txt, Es: Negativo, Negative: 11, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 3, Suma: -14
Archivo: ../neg/10105_1.txt, Es: Negativo, Negative: 17, Positive: 4, Very negative: 2, Very positive: 0, Neutral: 9, Suma: -17
Archivo: ../neg/10106_1.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10107_1.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../neg/10108_1.txt, Es: Negativo, Negative: 24, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -20
Archivo: ../neg/10109_1.txt, Es: Negativo, Negative: 9, Positive: 0, Very negative: 3, Very positive: 0, Neutral: 0, Suma: -15
Archivo: ../neg/1010_4.txt, Es: Negativo, Negative: 13, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../neg/10110_1.txt, Es: Negativo, Negative: 9, Positive: 2, Very negative: 4, Very positive: 0, Neutral: 0, Suma: -15
Archivo: ../neg/10111_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 3, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10112_1.txt, Es: Negativo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -5
Archivo: ../neg/10113_1.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10114_1.txt, Es: Negativo, Negative: 10, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -11
Archivo: ../neg/10115_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../neg/10116_1.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10117_1.txt, Es: Negativo, Negative: 9, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -10
Archivo: ../neg/10118_4.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../neg/10119_2.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/1011_2.txt, Es: Negativo, Negative: 10, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 10, Suma: -10
Archivo: ../neg/10120_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/10121_3.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/10122_4.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10123_3.txt, Es: Negativo, Negative: 18, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -13
Archivo: ../neg/10124_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10125_1.txt, Es: Negativo, Negative: 16, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -18
Archivo: ../neg/10126_2.txt, Es: Negativo, Negative: 25, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -23
Archivo: ../neg/10127_1.txt, Es: Negativo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../neg/10128_1.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 4, Very positive: 0, Neutral: 2, Suma: -13
Archivo: ../neg/10129_1.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/1012_2.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10130_2.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 3, Very positive: 0, Neutral: 2, Suma: -11
Archivo: ../neg/10131_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10132_2.txt, Es: Negativo, Negative: 10, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -14
Archivo: ../neg/10133_1.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/10134_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 4, Very positive: 0, Neutral: 0, Suma: -10
Archivo: ../neg/10135_2.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/10136_2.txt, Es: Negativo, Negative: 6, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/10137_1.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10138_3.txt, Es: Negativo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../neg/10139_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/1013_2.txt, Es: Negativo, Negative: 9, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/10140_3.txt, Es: Negativo, Negative: 8, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -12
Archivo: ../neg/10141_2.txt, Es: Negativo, Negative: 15, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -13
Archivo: ../neg/10142_2.txt, Es: Negativo, Negative: 9, Positive: 0, Very negative: 7, Very positive: 0, Neutral: 0, Suma: -23
Archivo: ../neg/10143_1.txt, Es: Negativo, Negative: 3, Positive: 1, Very negative: 3, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10144_2.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -7
Archivo: ../neg/10145_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/10146_1.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10147_1.txt, Es: Negativo, Negative: 0, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../neg/10148_3.txt, Es: Negativo, Negative: 29, Positive: 0, Very negative: 3, Very positive: 0, Neutral: 7, Suma: -35
Archivo: ../neg/10149_1.txt, Es: Negativo, Negative: 7, Positive: 1, Very negative: 3, Very positive: 0, Neutral: 2, Suma: -12
Archivo: ../neg/1014_2.txt, Es: Negativo, Negative: 6, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10150_3.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10151_1.txt, Es: Negativo, Negative: 15, Positive: 3, Very negative: 0, Very positive: 2, Neutral: 12, Suma: -8
Archivo: ../neg/10152_1.txt, Es: Negativo, Negative: 2, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10153_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -2
Archivo: ../neg/10154_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10155_4.txt, Es: Negativo, Negative: 11, Positive: 11, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 0
Archivo: ../neg/10156_1.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../neg/10157_4.txt, Es: Negativo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../neg/10158_4.txt, Es: Negativo, Negative: 8, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../neg/10159_3.txt, Es: Negativo, Negative: 26, Positive: 2, Very negative: 6, Very positive: 0, Neutral: 8, Suma: -36
Archivo: ../neg/1015_2.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../neg/10160_4.txt, Es: Negativo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10161_2.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10162_3.txt, Es: Negativo, Negative: 9, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -3
Archivo: ../neg/10163_4.txt, Es: Negativo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 0
Archivo: ../neg/10164_4.txt, Es: Negativo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../neg/10165_3.txt, Es: Negativo, Negative: 15, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -7
Archivo: ../neg/10166_2.txt, Es: Negativo, Negative: 9, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -12
Archivo: ../neg/10167_1.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/10168_2.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../neg/10169_2.txt, Es: Negativo, Negative: 9, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -4
Archivo: ../neg/1016_4.txt, Es: Negativo, Negative: 5, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../neg/10170_2.txt, Es: Negativo, Negative: 12, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10171_3.txt, Es: Negativo, Negative: 7, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../neg/10172_1.txt, Es: Negativo, Negative: 9, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../neg/10173_1.txt, Es: Negativo, Negative: 12, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../neg/10174_4.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -5
Archivo: ../neg/10175_3.txt, Es: Negativo, Negative: 21, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -15
Archivo: ../neg/10176_1.txt, Es: Negativo, Negative: 19, Positive: 2, Very negative: 5, Very positive: 0, Neutral: 5, Suma: -27
